commit_or_run_id	stage	model_family	feature_lane	cv_mae	cv_mae_std	validation_mae	runtime_seconds	status	params_summary	description
20260507-215240-smoke-v2_plus_geo_hierarchy	smoke	xgboost_v4	v2_plus_geo_hierarchy	49111.528480	4975.370854		43.246474	keep	smoke_laneA_dept_region_cats	Smoke Lane A: v2 base + dept_code (native cat) + region_code (native cat). Tests whether geographic hierarchy above commune adds signal not captured by commune_first cat alone.
20260507-215422-smoke-v2_plus_temporal_cats	smoke	xgboost_v4	v2_plus_temporal_cats	49343.363937	4921.882504		40.721233	revert	smoke_laneB_temporal_cats	Smoke Lane B: v2 base + year (native cat) + month (native cat) + future_sale (numeric). Tests temporal granularity beyond date_ordinal.
20260507-215605-smoke-v2_plus_fold_te	smoke	xgboost_v4	v2_plus_fold_te	49505.392063	4921.569910		37.687597	revert	smoke_laneC_fold_te30	Smoke Lane C: v2 base + fold-safe target encoding on commune_first (smooth=30). TE computed on train fold only, applied to validation. Adds smoothed mean(log1p(value)) signal beyond native cat encoding.
20260507-215826-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49173.361116	4989.365311		39.644306	revert	deepen_iter1_geo_counts	Deepen iter1: add num_communes, num_sections, num_parcels (geographic granularity counts). Single idea: properties spanning multiple geographic units may have different value distributions.
20260507-220033-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49354.933769	4778.189698		39.831908	revert	deepen_iter2_dept_te20	Deepen iter2: add fold-safe dept-level TE (smooth=20). 96 dept levels = much more reliable than 36k commune levels; commune TE failed but dept TE may aggregate signal at the right granularity.
20260507-220239-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48995.706307	4856.334854		38.314732	keep	deepen_iter3_built_per_land	Deepen iter3: add built_per_land = built_area/land_area (terrain density). Trees struggle with explicit ratios; this captures urban-vs-rural density even when both inputs are present.
20260507-220411-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49002.776662	5037.333168		44.472241	revert	deepen_iter4_total_rooms	Deepen iter4: add total_rooms = sum of all num_*_rooms columns. Different size proxy than area features.
20260507-220558-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	48750.972819	5086.090839		39.607682	keep	deepen_iter5_built_rel_type	Deepen iter5: add fold-safe built_rel_type = built_area / mean(built_area|property_type) computed from train. Measures property size relative to type norm.
20260507-220755-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49242.500350	4916.367988		38.881375	revert	deepen_iter6_built_rel_commune	Deepen iter6: add fold-safe built_rel_commune = built_area / mean(built_area|commune_first). Measures size relative to local market norm.
20260507-220939-deepen-v2_plus_geo_hierarchy	deepen	xgboost_v4	v2_plus_geo_hierarchy	49390.119340	4909.160864		37.881932	revert	deepen_iter7_built_rel_dept	Deepen iter7: add fold-safe built_rel_dept = built_area / mean(built_area|dept_code). 96 dept levels means more reliable group means than commune-level.
