commit_or_run_id	stage	model_family	feature_lane	cv_mae	cv_mae_std	validation_mae	runtime_seconds	status	params_summary	description
20260510-111145-smoke-top_target_corr_3	smoke	xgboost_v9	top_target_corr_3	62279.782099	4358.228277		20.991750	keep	smoke_iter1_top_target_corr_3	Smoke iter1: XGBoost on top-3 target-correlated non-redundant features (built_area, num_lots, num_commercial) per mfm_cli analyze. First-principles 3-feature anchor analogous to baseline. Compare to xgboost_v3 baseline_three_only smoke (62674) and Ridge baseline.
20260510-111326-smoke-area_only_3	smoke	xgboost_v9	area_only_3	61254.416495	4639.942229		22.540915	keep	smoke_iter2_area_only_3	Smoke iter2: XGBoost on pure-area triplet (built_area, land_area, house_area). Tests whether size dimensions alone carry signal vs Lane 1 (top-corr mixed counts+area).
20260510-111428-smoke-count_only_3	smoke	xgboost_v9	count_only_3	72560.979734	4784.348261		25.111969	keep	smoke_iter3_count_only_3	Smoke iter3: XGBoost on pure-count triplet (num_lots, num_commercial, num_premises). Closes the first-principles smoke triad (mixed vs area-only vs count-only).
20260510-111630-deepen-backward_select_pool10	deepen	xgboost_v9	backward_select_pool10	58606.437390	4400.703310		24.927312	keep	deepen_iter1_anchor_pool10	Deepen iter1: anchor for backward selection. 10-feature pool selected via mfm analyze (top non-redundant target correlations + redundancy-group reps). Subsequent iters drop one feature each (one-knob).
20260510-111748-deepen-backward_select_drop_built_area	deepen	xgboost_v9	backward_select_drop_built_area	60525.942081	4698.611726		23.829466	keep	deepen_iter2_drop_built_area	Deepen iter2: backward selection drop=built_area. Tests keystone hypothesis (smoke triad showed built_area dominant).
20260510-111842-deepen-backward_select_drop_land_area	deepen	xgboost_v9	backward_select_drop_land_area	60556.746834	4846.071198		25.477951	keep	deepen_iter3_drop_land_area	Deepen iter3: backward selection drop=land_area.
20260510-111927-deepen-backward_select_drop_house_area	deepen	xgboost_v9	backward_select_drop_house_area	59021.571212	4296.612804		24.228166	keep	deepen_iter4_drop_house_area	Deepen iter4: backward selection drop=house_area.
20260510-112013-deepen-backward_select_drop_apartment_area	deepen	xgboost_v9	backward_select_drop_apartment_area	58843.568649	4542.645310		23.316720	keep	deepen_iter5_drop_apartment_area	Deepen iter5: backward selection drop=apartment_area.
20260510-112058-deepen-backward_select_drop_num_lots	deepen	xgboost_v9	backward_select_drop_num_lots	59213.566374	4579.022072		24.526003	keep	deepen_iter6_drop_num_lots	Deepen iter6: backward selection drop=num_lots.
20260510-112144-deepen-backward_select_drop_num_commercial	deepen	xgboost_v9	backward_select_drop_num_commercial	58968.756752	4679.597726		25.303468	keep	deepen_iter7_drop_num_commercial	Deepen iter7: backward selection drop=num_commercial.
20260510-112229-deepen-backward_select_drop_num_apt_2_rooms	deepen	xgboost_v9	backward_select_drop_num_apt_2_rooms	58593.389697	4521.515025		23.846424	keep	deepen_iter8_drop_num_apt_2_rooms	Deepen iter8: backward selection drop=num_apt_2_rooms.
20260510-112316-deepen-backward_select_drop_num_house_2_rooms	deepen	xgboost_v9	backward_select_drop_num_house_2_rooms	58868.001738	4727.940656		23.955929	keep	deepen_iter9_drop_num_house_2_rooms	Deepen iter9: backward selection drop=num_house_2_rooms.
20260510-112409-deepen-backward_select_drop_year	deepen	xgboost_v9	backward_select_drop_year	59369.263454	4478.028117		24.351711	keep	deepen_iter10_drop_year	Deepen iter10: backward selection drop=year.
20260510-112454-deepen-backward_select_drop_month	deepen	xgboost_v9	backward_select_drop_month	58580.214177	4671.434279		25.524512	keep	deepen_iter11_drop_month	Deepen iter11: backward selection drop=month.
20260510-112631-deepen-backward_select_drop_date_unit	deepen	xgboost_v9	backward_select_drop_date_unit	59558.055295	4353.863879		26.699074	keep	deepen_iter12_drop_date_unit	Deepen iter12: drop date_time unit (year+month together as one semantic group). Year and month single-drops were both within noise; testing them as a coherent unit.
20260510-112736-deepen-keystone_pair_only	deepen	xgboost_v9	keystone_pair_only	63435.111768	4757.530278		21.780248	keep	deepen_iter13_keystone_pair_only_multi_change	Deepen iter13 (multi_change): keystone_pair_only = built_area + land_area. Tests whether the two backward-selection-essential features alone hold up vs the 10-feature anchor. Cumulative drop of all 8 tie-droppable features as a single recipe-level decision.
20260510-112836-deepen-lean_7_drop_strongest_ties	deepen	xgboost_v9	lean_7_drop_strongest_ties	58720.160836	4468.142833		24.629605	keep	deepen_iter14_lean_7_multi_change	Deepen iter14 (multi_change): lean_7 = anchor minus the 3 strongest tie-droppers (month -26, num_apt_2_rooms -13, apartment_area +237). Tests cumulative drop of low-information features. After keystone_pair collapse (+4828) we know aggressive drops compound badly; this is the conservative middle ground.
20260510-112933-deepen-lean_5_top_signal	deepen	xgboost_v9	lean_5_top_signal	59958.097875	4581.789847		25.096519	keep	deepen_iter15_lean_5_multi_change	Deepen iter15 (multi_change): lean_5 = essentials + top signal (built_area, land_area, house_area, num_lots, num_commercial). After lean_7 ties anchor, push to find floor by dropping num_house_2_rooms + year on top of lean_7's drops. If lean_5 ties, the 5-feature minimal is the recipe to confirm.
